#                p[0],                 p[1],                 p[2],               energy,             variance,                error,          energies[0],       energiesVar[0],          energies[1],       energiesVar[1],          energies[2],       energiesVar[2],          energies[3],       energiesVar[3],             gradE[0],          gradVarE[0],             gradE[1],          gradVarE[1],             gradE[2],          gradVarE[2],         elapsed time,        accept. ratio,             MC steps
  4.1982586795175e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.5017956522709e-01,  1.7576174083314e-05,  1.0085334421305e-06,  1.5017956522709e-01,  1.7576174083314e-05,  7.1413122845075e-02,  1.7034283311409e-03,  7.8766442382017e-02,  2.0670666550561e-03,  0.0000000000000e+00,  0.0000000000000e+00,  1.7303107491596e-03,  8.3890558586162e-06,                 -nan,                 -nan,                 -nan,                 -nan,  1.0491289452000e+01,  9.0792343750000e-01,             17280000
  4.1999061694780e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.5018102410361e-01,  1.7846842490894e-05,  1.0162693466251e-06,  1.5018102410361e-01,  1.7846842490894e-05,  7.1399144123921e-02,  1.7005832195108e-03,  7.8781879979686e-02,  2.0668553243537e-03,  0.0000000000000e+00,  0.0000000000000e+00,  1.7421263117600e-03,  8.4946849955658e-06,                 -nan,                 -nan,                 -nan,                 -nan,  1.0006151761000e+01,  9.0864519675926e-01,             17280000
  4.1999990616948e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.5017410859722e-01,  1.7846148519324e-05,  1.0162495876988e-06,  1.5017410859722e-01,  1.7846148519324e-05,  7.1466632367196e-02,  1.6988991994146e-03,  7.8707476230024e-02,  2.0649912807579e-03,  0.0000000000000e+00,  0.0000000000000e+00,  1.7412296641199e-03,  8.4925880862481e-06,                 -nan,                 -nan,                 -nan,                 -nan,  9.4165403650000e+00,  9.0896741898148e-01,             17280000
  4.1999999906169e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.5017884354778e-01,  1.7879126913334e-05,  1.0171881322418e-06,  1.5017884354778e-01,  1.7879126913334e-05,  7.1420433998736e-02,  1.7020224451514e-03,  7.8758409549039e-02,  2.0687893781354e-03,  0.0000000000000e+00,  0.0000000000000e+00,  1.7444390303534e-03,  8.5116110338015e-06,                 -nan,                 -nan,                 -nan,                 -nan,  9.9055764360000e+00,  9.1511313657407e-01,             17280000
  4.1999999999062e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.5017351967469e-01,  1.7849789826853e-05,  1.0163532596068e-06,  1.5017351967469e-01,  1.7849789826853e-05,  7.1472378210990e-02,  1.6992295083888e-03,  7.8701141463698e-02,  2.0653946127933e-03,  0.0000000000000e+00,  0.0000000000000e+00,  1.7415765728880e-03,  8.5196775145469e-06,                 -nan,                 -nan,                 -nan,                 -nan,  1.0341123311000e+01,  8.9965422453704e-01,             17280000
  4.1999999999991e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.5017605872364e-01,  1.7862654325172e-05,  1.0167194409450e-06,  1.5017605872364e-01,  1.7862654325172e-05,  7.1447605100369e-02,  1.7004541562128e-03,  7.8728453623274e-02,  2.0668831588175e-03,  0.0000000000000e+00,  0.0000000000000e+00,  1.7428317413975e-03,  8.5174691191935e-06,                 -nan,                 -nan,                 -nan,                 -nan,  9.8035799380000e+00,  9.0520532407407e-01,             17280000
  4.2000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.5017676646460e-01,  1.7842769305204e-05,  1.0161533684072e-06,  1.5017676646460e-01,  1.7842769305204e-05,  7.1440699780616e-02,  1.6985611808175e-03,  7.8736066683980e-02,  2.0645822682305e-03,  0.0000000000000e+00,  0.0000000000000e+00,  1.7408915905392e-03,  8.4779628096865e-06,                 -nan,                 -nan,                 -nan,                 -nan,  9.6467638630000e+00,  9.0619091435185e-01,             17280000
  4.2000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.5017940310636e-01,  1.7873562599354e-05,  1.0170298360730e-06,  1.5017940310636e-01,  1.7873562599354e-05,  7.1414974472002e-02,  1.7014925808248e-03,  7.8764428634356e-02,  2.0681453524130e-03,  0.0000000000000e+00,  0.0000000000000e+00,  1.7438960449440e-03,  8.5307767374222e-06,                 -nan,                 -nan,                 -nan,                 -nan,  9.1906639470000e+00,  9.0372627314815e-01,             17280000
  4.2000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.5017790374880e-01,  1.7863257772292e-05,  1.0167366145192e-06,  1.5017790374880e-01,  1.7863257772292e-05,  7.1429603473355e-02,  1.7005116019798e-03,  7.8748300275445e-02,  2.0669529835117e-03,  0.0000000000000e+00,  0.0000000000000e+00,  1.7428906187980e-03,  8.5110494382503e-06,                 -nan,                 -nan,                 -nan,                 -nan,  9.1618942390000e+00,  9.0634965277778e-01,             17280000
  4.2000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.5017761236352e-01,  1.7869985677297e-05,  1.0169280651346e-06,  1.5017761236352e-01,  1.7869985677297e-05,  7.1432446474793e-02,  1.7011520719693e-03,  7.8745165888724e-02,  2.0677314676773e-03,  0.0000000000000e+00,  0.0000000000000e+00,  1.7435470501536e-03,  8.5120333486261e-06,                 -nan,                 -nan,                 -nan,                 -nan,  8.2874169980000e+00,  8.9490613425926e-01,             17280000
  4.2000000000000e+00,  0.0000000000000e+00,  0.0000000000000e+00,  1.5018119051498e-01,  1.7911318659060e-05,  1.0181034547734e-06,  1.5018119051498e-01,  1.7911318659060e-05,  7.1397535000657e-02,  1.7050868086188e-03,  7.8783655514323e-02,  2.0725140964154e-03,  0.0000000000000e+00,  0.0000000000000e+00,  1.7475798456876e-03,  8.5744426290697e-06,                 -nan,                 -nan,                 -nan,                 -nan,  9.9421741870000e+00,  9.1003061342593e-01,             17280000
