#                p[0],                 p[1],                 p[2],               energy,             variance,                error,      -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,  Var -(ℏ/4)⟨∇ᵢ²ln(ψ)⟩,    (ℏ/2)⟨|∇ᵢln(ψ)|²⟩, Var (ℏ/2)⟨|∇ᵢln(ψ)|²⟩,             gradE[0],          gradVarE[0],             gradE[1],          gradVarE[1],             gradE[2],          gradVarE[2],         elapsed time,        accept. ratio,             MC steps
  5.2419911390087e+00,  1.6405469605437e+00,  1.4350657430403e+00,  3.5192283716994e-01,  2.3199725295644e-01,  1.5231456035338e-04,  2.1619780965125e-01,  5.0168468894127e-02,  2.1666530491509e-01,  5.6147411699826e-01,  1.0732332731056e-02, -6.0826611117446e-02,  7.0648562674554e-02, -1.0009967442980e+00,  1.9502901450120e-01, -2.9789789993766e+00,  7.2700968580000e+00,  8.9532400000000e-01,             10000000
  5.2414123429338e+00,  1.6381144606225e+00,  1.4285723173443e+00,  3.5087802698346e-01,  2.3730656674717e-01,  1.5404757925627e-04,  2.1565652082792e-01,  4.9917810427441e-02,  2.1535278590637e-01,  5.6774156180329e-01,  1.1039119787763e-02, -6.5309310153699e-02,  7.5021863015668e-02, -1.1900512509380e+00,  1.9064173914280e-01, -3.0374952824107e+00,  8.3301681170000e+00,  9.0731960000000e-01,             10000000
  5.1830221897680e+00,  1.5730695944465e+00,  1.2829198137831e+00,  3.1526859415156e-01,  2.0455974929837e-01,  1.4302438578731e-04,  2.1377953284208e-01,  5.6559261282914e-02,  2.1376431898324e-01,  6.2339517987254e-01,  1.7420039442790e-02, -5.9044058499235e-02,  8.0580002638045e-02, -1.1235026642790e+00,  2.1554949626154e-01, -2.5228855821476e+00,  7.9317973180000e+00,  9.0323430000000e-01,             10000000
  5.1771831744515e+00,  1.5665651078289e+00,  1.2683545634270e+00,  3.1114309646276e-01,  2.0252108754406e-01,  1.4230990392241e-04,  2.1392649807989e-01,  5.7838049141827e-02,  2.1432687271790e-01,  6.4548063206108e-01,  1.8061545427874e-02, -5.5947298752573e-02,  8.3829192952246e-02, -1.1490113083736e+00,  2.1525564406747e-01, -2.5779412470929e+00,  6.6766949190000e+00,  9.0716960000000e-01,             10000000
  5.1707602576032e+00,  1.5594101725496e+00,  1.2523327880352e+00,  3.0749658985814e-01,  1.9078654355711e-01,  1.3812550219170e-04,  2.1357190313731e-01,  5.8102734108392e-02,  2.1353854435348e-01,  6.4966603680664e-01,  1.8649473285893e-02, -4.6368780174499e-02,  8.4450146953923e-02, -1.1159794562282e+00,  2.0965222002169e-01, -2.3600388520364e+00,  7.0350000370000e+00,  9.0322920000000e-01,             10000000
  5.1636950490702e+00,  1.5515397437423e+00,  1.2347088351043e+00,  3.0295735884496e-01,  1.7181294902659e-01,  1.3107743857224e-04,  2.1332729690356e-01,  5.9154943137317e-02,  2.1348027539558e-01,  6.3435655988938e-01,  1.9563365411137e-02, -4.3594571522444e-02,  8.6799198610538e-02, -1.3039841691474e+00,  2.0170461991985e-01, -1.6871038006479e+00,  7.0880802720000e+00,  9.1454150000000e-01,             10000000
  5.1559233196838e+00,  1.5428822720543e+00,  1.2153224868803e+00,  2.9825519137438e-01,  1.6164193325031e-01,  1.2713848089792e-04,  2.1277478941214e-01,  5.9821334912011e-02,  2.1251471238242e-01,  6.8681979009608e-01,  2.0482880144257e-02, -4.4961425308438e-02,  8.6709562803452e-02, -1.0641002895347e+00,  1.9357780979141e-01, -2.0387524968264e+00,  7.9078703780000e+00,  9.0539690000000e-01,             10000000
  5.1473744173588e+00,  1.5333590531975e+00,  1.1939975038339e+00,  2.9340122669055e-01,  1.2658663763040e-01,  1.1251072732428e-04,  2.1217874716888e-01,  6.0859620270799e-02,  2.1175507450389e-01,  6.5210784509948e-01,  2.1204644761148e-02, -3.3630851826623e-02,  8.5169149808752e-02, -9.4953971894698e-01,  1.7654431300964e-01, -1.1165085800083e+00,  7.2338083890000e+00,  9.0450480000000e-01,             10000000
  5.1379706248013e+00,  1.5228835124549e+00,  1.1705400224829e+00,  2.8797611472470e-01,  1.2332930964109e-01,  1.1105373007742e-04,  2.1167869797118e-01,  6.2747732658091e-02,  2.1160281330477e-01,  7.1826416189843e-01,  2.2199895642714e-02, -3.4722320990416e-02,  9.4848721353052e-02, -1.5227408069874e+00,  1.5257603195596e-01, -6.3600729401690e-01,  7.0151068690000e+00,  9.0190800000000e-01,             10000000
  5.1276264529881e+00,  1.5113604176382e+00,  1.1447367929968e+00,  2.8357790767888e-01,  8.6726041692081e-02,  9.3126817669284e-05,  2.1133627658849e-01,  6.4132372340006e-02,  2.1120045732959e-01,  6.9711976977622e-01,  2.2910499921947e-02, -2.4429491799355e-02,  9.1356971384462e-02, -1.1381102702903e+00,  1.0931237950071e-01, -1.5260564721447e-01,  6.9049587940000e+00,  9.0490870000000e-01,             10000000
  5.1162478639935e+00,  1.4986850133398e+00,  1.1163532405620e+00,  2.7999039446488e-01,  8.3798681401113e-02,  9.1541619715358e-05,  2.1069219986506e-01,  6.5785741729924e-02,  2.1046294772681e-01,  7.1270111004965e-01,  2.3226525350952e-02, -2.2540323668176e-02,  9.2132545351984e-02, -1.1393646140477e+00,  3.9423531220926e-02, -1.0162968471827e-01,  6.7288094700000e+00,  9.0534810000000e-01,             10000000
  5.1037314160995e+00,  1.4847420686115e+00,  1.0851313328838e+00,  2.7846870889335e-01,  1.6854887059177e-01,  1.2982637274136e-04,  2.1005071712523e-01,  6.7725490803036e-02,  2.0996064517624e-01,  7.3726113483376e-01,  2.3009373283965e-02, -4.5323468091257e-02,  9.9520898951536e-02, -1.4297015158794e+00, -7.3530053585693e-02, -1.6774092792781e+00,  7.6842041850000e+00,  9.0940220000000e-01,             10000000
  5.1769641355229e+00,  1.5554893538018e+00,  1.3335783559479e+00,  3.2456569797471e-01,  2.1407413316443e-01,  1.4631272438323e-04,  2.1530023449039e-01,  5.4767001683229e-02,  2.1502431646388e-01,  5.8565418724771e-01,  1.5067170720929e-02, -5.3513221743786e-02,  8.2710989252310e-02, -1.0408306719266e+00,  2.0845748230683e-01, -2.6249602783717e+00,  7.2295753400000e+00,  9.0226810000000e-01,             10000000
  5.1110757444151e+00,  1.4918371388747e+00,  1.1100474703806e+00,  2.7901626415460e-01,  9.6021257455217e-02,  9.7990437010566e-05,  2.1073067201619e-01,  6.6651498428838e-02,  2.1104714632685e-01,  7.3086378470602e-01,  2.3644340368282e-02, -2.8394509519999e-02,  9.6110774813157e-02, -1.2762185538777e+00,  1.9753701803081e-02, -2.3649886112313e-01,  7.1837295450000e+00,  9.0360390000000e-01,             10000000
  5.0953717827928e+00,  1.4800645291560e+00,  1.1069234875416e+00,  2.7737916904114e-01,  9.8962256031144e-02,  9.9479774844510e-05,  2.1115014289295e-01,  6.6953702099724e-02,  2.1127761074318e-01,  7.1310869750691e-01,  2.3387795760743e-02, -2.7980886354817e-02,  9.8025535513236e-02, -1.2624539166524e+00,  1.1185543714823e-02, -3.0965498241706e-01,  7.1376252620000e+00,  9.0103550000000e-01,             10000000
  5.0930882327769e+00,  1.4783526462721e+00,  1.1064692218452e+00,  2.7711421293947e-01,  1.1085719171159e-01,  1.0528874190130e-04,  2.1140983727539e-01,  6.7738924389496e-02,  2.1190826165710e-01,  7.5954502770318e-01,  2.3630592603105e-02, -3.1944615618228e-02,  1.0164953577124e-01, -1.5390718973271e+00,  6.7452994105143e-03, -3.4345439185492e-01,  7.7313441130000e+00,  9.0460460000000e-01,             10000000
  5.0831348623216e+00,  1.4708910166162e+00,  1.1044892018197e+00,  2.7623413058752e-01,  1.1345256100764e-01,  1.0651411221413e-04,  2.1166688069733e-01,  6.8734315935927e-02,  2.1251096286718e-01,  7.9428166650579e-01,  2.3626027794913e-02, -3.2933995623392e-02,  1.0080326927390e-01, -1.5242925517241e+00, -2.6714497659394e-03, -4.7536149690314e-01,  7.0719332350000e+00,  9.0797300000000e-01,             10000000
  4.9521683261693e+00,  1.3787539735643e+00,  1.0975179927284e+00,  2.6311307969160e-01,  1.2150908813045e-01,  1.1023116080785e-04,  2.1642735182544e-01,  7.1923136596891e-02,  2.1621050970083e-01,  7.6663085882911e-01,  2.4967576392108e-02, -3.8125014801849e-02,  1.1233451720129e-01, -1.3318078622812e+00, -2.4736713238145e-02, -7.5495402045113e-01,  7.5308119040000e+00,  9.0291240000000e-01,             10000000
  4.9325300892568e+00,  1.3649381612734e+00,  1.0964726703146e+00,  2.6111115796909e-01,  1.2678919815105e-01,  1.1260070965631e-04,  2.1695809735428e-01,  7.2433040418887e-02,  2.1651349181609e-01,  7.5749912064129e-01,  2.4989619122533e-02, -3.6319479194979e-02,  1.1455582600635e-01, -1.4734543380121e+00, -2.8722388104849e-02, -7.3054862351719e-01,  7.2843786790000e+00,  9.0138070000000e-01,             10000000
  4.9174696119503e+00,  1.3543428757391e+00,  1.0956710171641e+00,  2.5927239553106e-01,  1.2371103788888e-01,  1.1122546376117e-04,  2.1767460360847e-01,  7.2614562767660e-02,  2.1714772928614e-01,  7.4340721331334e-01,  2.5163833750716e-02, -3.4613348644233e-02,  1.1702478967421e-01, -1.3149609993139e+00, -2.8723718362497e-02, -7.6449643186197e-01,  7.7769868990000e+00,  9.0899150000000e-01,             10000000
  4.9009030869132e+00,  1.3426880616514e+00,  1.0947891986985e+00,  2.5762955242987e-01,  1.2915780773328e-01,  1.1364761666365e-04,  2.1866343647017e-01,  7.3972481279699e-02,  2.1859618512612e-01,  7.6351460457941e-01,  2.5540624509305e-02, -3.6826630044083e-02,  1.1795282416735e-01, -1.4443186848792e+00, -3.4542412960653e-02, -8.2795498210007e-01,  7.2579500000000e+00,  9.0346290000000e-01,             10000000
  4.8826799093723e+00,  1.3298677661549e+00,  1.0938191983864e+00,  2.5553419900967e-01,  1.4120595978985e-01,  1.1883011393997e-04,  2.1936766595892e-01,  7.5570692970494e-02,  2.1978058125980e-01,  8.3113431006034e-01,  2.5582240232346e-02, -4.6627977686184e-02,  1.2292095826451e-01, -1.5234532902165e+00, -4.5531208389362e-02, -1.0822996810984e+00,  7.3089863110000e+00,  9.0930500000000e-01,             10000000
  4.8626344140774e+00,  1.3157654411088e+00,  1.0927521980431e+00,  2.5379613273394e-01,  1.2633448280860e-01,  1.1239861334047e-04,  2.1992367044634e-01,  7.5072303937084e-02,  2.1944279877610e-01,  7.7604724097723e-01,  2.5797122072783e-02, -3.7282356549123e-02,  1.1411480110640e-01, -1.2024902490450e+00, -4.5933295156919e-02, -1.0509636771995e+00,  7.2213990430000e+00,  8.9928770000000e-01,             10000000
  4.8405843692530e+00,  1.3002528835580e+00,  1.0915784976654e+00,  2.5082973531112e-01,  1.4578443907406e-01,  1.2074122704116e-04,  2.2112169036917e-01,  7.6915709065921e-02,  2.2117356748105e-01,  8.3429900409481e-01,  2.6031817962565e-02, -4.4940276652628e-02,  1.2537011625620e-01, -1.5622306373498e+00, -5.3342957205674e-02, -1.1872314678214e+00,  7.9131355710000e+00,  9.0094040000000e-01,             10000000
  4.8163293199461e+00,  1.2831890702522e+00,  1.0902874272500e+00,  2.4865159722831e-01,  1.4168828657011e-01,  1.1903288897196e-04,  2.2155292537817e-01,  7.6876810449223e-02,  2.2110474691994e-01,  8.4745158292832e-01,  2.6357482795722e-02, -3.8107974236219e-02,  1.1790833501185e-01, -1.2467019209897e+00, -6.0145518581467e-02, -1.4875451714830e+00,  7.1691500650000e+00,  9.0053950000000e-01,             10000000
  4.7896487657085e+00,  1.2644188756158e+00,  1.0888672497930e+00,  2.4572377202314e-01,  1.9030813515442e-01,  1.3795221460869e-04,  2.2265567134425e-01,  7.9318708607578e-02,  2.2311261717985e-01,  1.1341588297823e+00,  2.6872059495835e-02, -5.8578604798905e-02,  1.2335999492688e-01, -1.3825751952581e+00, -7.7150246586150e-02, -4.2692849087501e+00,  6.9334933230000e+00,  9.0534900000000e-01,             10000000
  4.6622092532580e+00,  1.1747631498851e+00,  1.0820837804131e+00,  2.3263703027181e-01,  1.3603968858336e-01,  1.1663605299536e-04,  2.2817028961441e-01,  8.4703026053035e-02,  2.2825035587008e-01,  9.0800776193365e-01,  2.7998190554576e-02, -3.7316531408438e-02,  9.2508455365192e-02, -4.7256392394584e-01, -1.0447457597484e-01, -2.1349020621599e+00,  6.6994109010000e+00,  8.9840530000000e-01,             10000000
  4.6201166923517e+00,  1.1451503632120e+00,  1.0798432382724e+00,  2.2941246711048e-01,  1.4739650401340e-01,  1.2140696191463e-04,  2.2939883903348e-01,  8.5631881991740e-02,  2.2869579126349e-01,  9.4489184842142e-01,  2.8159445726847e-02, -4.9433594820576e-02,  6.2713059380034e-02, -1.0263968404829e-01, -1.2054940783429e-01, -3.0807715075974e+00,  6.8511176210000e+00,  9.0650300000000e-01,             10000000
  5.0611555343079e+00,  1.4463023749285e+00,  1.1309287264308e+00,  2.7408172957425e-01,  9.4593699421724e-02,  9.7259292317867e-05,  2.1322738436226e-01,  6.7364164293524e-02,  2.1342447321218e-01,  7.6856291323766e-01,  2.4183834229592e-02, -2.6625613453614e-02,  1.0551073647802e-01, -1.5506605737739e+00,  8.0314211980964e-02, -4.5781793554212e-02,  7.4322874410000e+00,  9.0394600000000e-01,             10000000
  5.0534588315300e+00,  1.4372974473109e+00,  1.1229308983517e+00,  2.7241030059869e-01,  9.2406760083528e-02,  9.6128434962569e-05,  2.1353034979862e-01,  6.8149823362534e-02,  2.1357325122629e-01,  7.2864500165222e-01,  2.4317257564476e-02, -2.6589954838044e-02,  1.0395384496463e-01, -1.5421330556672e+00,  5.9897081474661e-02, -3.8672617023506e-02,  7.1185515810000e+00,  9.0550750000000e-01,             10000000
  5.0522870664128e+00,  1.4359265148000e+00,  1.1217132891719e+00,  2.7223991069584e-01,  8.8971960449507e-02,  9.4324949217854e-05,  2.1335204040927e-01,  6.7908565023438e-02,  2.1302812252455e-01,  7.2257747146917e-01,  2.4215491448133e-02, -2.6916742051798e-02,  1.0312831061409e-01, -1.3524775862101e+00,  5.6043191269926e-02, -5.0252501742055e-02,  7.1699310590000e+00,  9.0069320000000e-01,             10000000
  5.0514002196233e+00,  1.4348889287871e+00,  1.1207917454460e+00,  2.7191585853023e-01,  9.0473518811970e-02,  9.5117568730477e-05,  2.1335515928041e-01,  6.8061502001469e-02,  2.1343351379377e-01,  7.0913334320637e-01,  2.4371641259689e-02, -2.6254090959057e-02,  1.0571999360305e-01, -1.3758770046707e+00,  5.4121021086148e-02, -4.9659433545393e-02,  7.4993618090000e+00,  9.1174720000000e-01,             10000000
  5.0514002196233e+00,  1.4348889287871e+00,  1.1207917454460e+00,  2.7230115635461e-01,  8.4847910380194e-02,  8.4087211859768e-05,  2.1338995164503e-01,  6.8433604962277e-02,  2.1368333603901e-01,  7.2827513096956e-01,  2.4172724030894e-02, -2.2372526753857e-02,  1.0197775574040e-01, -1.2267466430128e+00,  5.2761478193995e-02, -5.0307617112159e-02,  1.0537063394000e+01,  9.0342033333333e-01,             12000000
  5.0514002196233e+00,  1.4348889287871e+00,  1.1207917454460e+00,  2.7180607961727e-01,  9.5361224874285e-02,  8.1377560069938e-05,  2.1344448166897e-01,  6.8201581229831e-02,  2.1328455774437e-01,  7.6312372521646e-01,  2.4396365792990e-02, -2.8465273647111e-02,  1.0646765842277e-01, -1.5354141635831e+00,  5.3601798843309e-02, -5.4261085391669e-02,  1.0801803607000e+01,  9.0381097222222e-01,             14400000
  5.0514002196233e+00,  1.4348889287871e+00,  1.1207917454460e+00,  2.7198110347556e-01,  8.8454755815080e-02,  7.1546554634303e-05,  2.1331078455980e-01,  6.8173618607520e-02,  2.1355379670005e-01,  7.1668566342468e-01,  2.4396149526469e-02, -2.6206030668823e-02,  1.0549429747231e-01, -1.2925833469461e+00,  5.3921276426028e-02, -5.8562533778581e-02,  1.2432385239000e+01,  9.0341724537037e-01,             17280000
  5.0514002196233e+00,  1.4348889287871e+00,  1.1207917454460e+00,  2.7235092246293e-01,  8.6716242049058e-02,  6.4667747270862e-05,  2.1318378452969e-01,  6.8122974625628e-02,  2.1338724406783e-01,  7.6554928863258e-01,  2.4256087862833e-02, -2.3017587687528e-02,  1.0227160480756e-01, -1.2942837708199e+00,  5.3059022879995e-02, -5.9373366229685e-02,  1.5541409002000e+01,  9.1155034722222e-01,             20736000
  5.0514002196233e+00,  1.4348889287871e+00,  1.1207917454460e+00,  2.7213057988941e-01,  8.7089111236100e-02,  5.9160088381134e-05,  2.1317466061544e-01,  6.8148813120344e-02,  2.1342702020702e-01,  7.4214897903246e-01,  2.4370350722510e-02, -2.4282110791165e-02,  1.0392431739197e-01, -1.3012644812551e+00,  5.3329281694182e-02, -5.9685649138821e-02,  1.9499654337000e+01,  9.0703904642490e-01,             24883200
