# r, density, density error estimate, density A, density error estimate A, density B, density error estimate B, radial probability, probability error estimate, radial probability A, probability error estimate A, radial probability B, probability error estimate B
 9.625000000000e-01,  2.731270153368e-02,  6.530346640053e-05,  1.368734410266e-02,  4.622889345963e-05,  1.362535743102e-02,  4.612409493338e-05,  3.180490909091e-01,  7.604413681410e-04,  1.593854545455e-01,  5.383230772846e-04,  1.586636363636e-01,  5.371027265272e-04
 1.017500000000e+00,  2.663768764644e-02,  6.100630200697e-05,  1.331053059230e-02,  4.312450501628e-05,  1.332715705414e-02,  4.315143047070e-05,  3.466418181818e-01,  7.938878077157e-04,  1.732127272727e-01,  5.611882317057e-04,  1.734290909091e-01,  5.615386182933e-04
 1.072500000000e+00,  2.594613611024e-02,  5.712223412258e-05,  1.296055507488e-02,  4.037203488505e-05,  1.298558103535e-02,  4.041099392981e-05,  3.751218181818e-01,  8.258569303587e-04,  1.873800000000e-01,  5.836873384706e-04,  1.877418181818e-01,  5.842505972017e-04
 1.127500000000e+00,  2.522896266560e-02,  5.358013639955e-05,  1.256094262765e-02,  3.780639206521e-05,  1.266802003795e-02,  3.796719288552e-05,  4.031145454545e-01,  8.561165441633e-04,  2.007018181818e-01,  6.040797933173e-04,  2.024127272727e-01,  6.066491082132e-04
 1.182500000000e+00,  2.467582387682e-02,  5.052534195273e-05,  1.230935866242e-02,  3.568544720195e-05,  1.236646521441e-02,  3.576812879418e-05,  4.336727272727e-01,  8.879728981048e-04,  2.163345454545e-01,  6.271646810767e-04,  2.173381818182e-01,  6.286177937177e-04
 1.237500000000e+00,  2.386071319838e-02,  4.747603971696e-05,  1.192993151195e-02,  3.357003154951e-05,  1.193078168642e-02,  3.357122769532e-05,  4.592563636364e-01,  9.137896750609e-04,  2.296200000000e-01,  6.461353643711e-04,  2.296363636364e-01,  6.461583870515e-04
 1.292500000000e+00,  2.345191655732e-02,  4.506502092297e-05,  1.168586405536e-02,  3.181125637558e-05,  1.176605250196e-02,  3.192021426299e-05,  4.923963636364e-01,  9.461850324870e-04,  2.453563636364e-01,  6.679090352277e-04,  2.470400000000e-01,  6.701967146768e-04
 1.347500000000e+00,  2.269341804300e-02,  4.252112648032e-05,  1.138778030538e-02,  3.012134391452e-05,  1.130563773762e-02,  3.001251135674e-05,  5.178781818182e-01,  9.703590542757e-04,  2.598763636364e-01,  6.873881576946e-04,  2.580018181818e-01,  6.849045297529e-04
 1.402500000000e+00,  2.194633280607e-02,  4.017575128536e-05,  1.095801568300e-02,  2.838892746948e-05,  1.098831712307e-02,  2.842815133764e-05,  5.425418181818e-01,  9.931966922123e-04,  2.708963636364e-01,  7.018111163092e-04,  2.716454545455e-01,  7.027807812158e-04
 1.457500000000e+00,  2.127290074993e-02,  3.806210037684e-05,  1.058581666385e-02,  2.684983229234e-05,  1.068708408608e-02,  2.697795379509e-05,  5.679436363636e-01,  1.016181476602e-03,  2.826200000000e-01,  7.168364844611e-04,  2.853236363636e-01,  7.202570707281e-04
 1.512500000000e+00,  2.055361524703e-02,  3.605276057303e-05,  1.022178920799e-02,  2.542481921637e-05,  1.033182603903e-02,  2.556130107704e-05,  5.909309090909e-01,  1.036542249361e-03,  2.938836363636e-01,  7.309814527726e-04,  2.970472727273e-01,  7.349054023568e-04
 1.567500000000e+00,  1.970348506347e-02,  3.406084523858e-05,  9.894489410917e-03,  2.413684994736e-05,  9.808995652551e-03,  2.403234597340e-05,  6.084327272727e-01,  1.051780073168e-03,  3.055363636364e-01,  7.453325842582e-04,  3.028963636364e-01,  7.421055593088e-04
 1.622500000000e+00,  1.912029536217e-02,  3.241570889623e-05,  9.573969157586e-03,  2.293793074846e-05,  9.546326204579e-03,  2.290479242918e-05,  6.325800000000e-01,  1.072448345864e-03,  3.167472727273e-01,  7.588834773741e-04,  3.158327272727e-01,  7.577871220297e-04
 1.677500000000e+00,  1.847706981175e-02,  3.082111122414e-05,  9.218047271669e-03,  2.176963804828e-05,  9.259022540080e-03,  2.181796865746e-05,  6.534418181818e-01,  1.089989005934e-03,  3.259963636364e-01,  7.698835373984e-04,  3.274454545455e-01,  7.715927500313e-04
 1.732500000000e+00,  1.770910619170e-02,  2.921598715206e-05,  8.829947140364e-03,  2.063009821949e-05,  8.879159051334e-03,  2.068750716552e-05,  6.680200000000e-01,  1.102080676803e-03,  3.330818181818e-01,  7.782051823171e-04,  3.349381818182e-01,  7.803707531659e-04
 1.787500000000e+00,  1.705821540451e-02,  2.779184241752e-05,  8.534314838286e-03,  1.965779816518e-05,  8.523900566222e-03,  1.964580047381e-05,  6.849672727273e-01,  1.115972688430e-03,  3.426927272727e-01,  7.893527006037e-04,  3.422745454545e-01,  7.888709370815e-04
 1.842500000000e+00,  1.623216153320e-02,  2.630136455053e-05,  8.100973132937e-03,  1.858055571135e-05,  8.131188400266e-03,  1.861517463462e-05,  6.925218181818e-01,  1.122109878092e-03,  3.456163636364e-01,  7.927126770967e-04,  3.469054545455e-01,  7.941896436511e-04
 1.897500000000e+00,  1.563536760452e-02,  2.506517748822e-05,  7.844244221847e-03,  1.775383949355e-05,  7.791123382672e-03,  1.769362330766e-05,  7.074763636364e-01,  1.134160773946e-03,  3.549400000000e-01,  8.033339620267e-04,  3.525363636364e-01,  8.006092721244e-04
 1.952500000000e+00,  1.495159462491e-02,  2.382056615111e-05,  7.496954674443e-03,  1.686750179371e-05,  7.454639950470e-03,  1.681983219294e-05,  7.163218181818e-01,  1.141228857760e-03,  3.591745454545e-01,  8.081117670837e-04,  3.571472727273e-01,  8.058279454610e-04
 2.007500000000e+00,  1.428730847573e-02,  2.264747546269e-05,  7.135146041201e-03,  1.600464407183e-05,  7.152162434531e-03,  1.602371720192e-05,  7.236000000000e-01,  1.147011928289e-03,  3.613690909091e-01,  8.105767765880e-04,  3.622309090909e-01,  8.115427609760e-04
 2.062500000000e+00,  1.360759148337e-02,  2.151282923036e-05,  6.814253989221e-03,  1.522355417155e-05,  6.793337494148e-03,  1.520017170563e-05,  7.274527272727e-01,  1.150061442843e-03,  3.642854545455e-01,  8.138410103224e-04,  3.631672727273e-01,  8.125909993542e-04
 2.117500000000e+00,  1.293218730669e-02,  2.042744686405e-05,  6.432197356874e-03,  1.440647656190e-05,  6.499989949813e-03,  1.448219660324e-05,  7.287072727273e-01,  1.151052698207e-03,  3.624436363636e-01,  8.117810232766e-04,  3.662636363636e-01,  8.160477218261e-04
 2.172500000000e+00,  1.241807929483e-02,  1.951055191413e-05,  6.214633970570e-03,  1.380225725753e-05,  6.203445324255e-03,  1.378982706893e-05,  7.365581818182e-01,  1.157236663010e-03,  3.686109090909e-01,  8.186584470294e-04,  3.679472727273e-01,  8.179211706041e-04
 2.227500000000e+00,  1.179039835761e-02,  1.854168582175e-05,  5.906789810081e-03,  1.312383426049e-05,  5.883608547528e-03,  1.309805662744e-05,  7.351836363636e-01,  1.156156356494e-03,  3.683145454545e-01,  8.183292796408e-04,  3.668690909091e-01,  8.167219298781e-04
 2.282500000000e+00,  1.129093231650e-02,  1.770750333851e-05,  5.619153539129e-03,  1.249188219197e-05,  5.671778777372e-03,  1.255024118435e-05,  7.392345454545e-01,  1.159337228729e-03,  3.678945454545e-01,  8.178625639762e-04,  3.713400000000e-01,  8.216834161425e-04
 2.337500000000e+00,  1.064345643719e-02,  1.678778617854e-05,  5.336053443081e-03,  1.188672378205e-05,  5.307402994114e-03,  1.185476960997e-05,  7.308290909091e-01,  1.152727272727e-03,  3.663981818182e-01,  8.161975939665e-04,  3.644309090909e-01,  8.140034722853e-04
 2.392500000000e+00,  1.004742265223e-02,  1.593600839175e-05,  5.001013682920e-03,  1.124297475218e-05,  5.046408969310e-03,  1.129388693869e-05,  7.227490909091e-01,  1.146337322169e-03,  3.597418181818e-01,  8.087496726787e-04,  3.630072727273e-01,  8.124119787032e-04
 2.447500000000e+00,  9.520710783621e-03,  1.516409760669e-05,  4.758978693988e-03,  1.072108563952e-05,  4.761732089633e-03,  1.072418663281e-05,  7.167090909091e-01,  1.141537313458e-03,  3.582509090909e-01,  8.070720471285e-04,  3.584581818182e-01,  8.073054866408e-04
 2.502500000000e+00,  9.015346990622e-03,  1.443185377581e-05,  4.508944141044e-03,  1.020629986756e-05,  4.506402849578e-03,  1.020342326967e-05,  7.095090909091e-01,  1.135788945591e-03,  3.548545454545e-01,  8.032372517785e-04,  3.546545454545e-01,  8.030108631152e-04
 2.557500000000e+00,  8.491424783868e-03,  1.370503016146e-05,  4.244285670654e-03,  9.689291367417e-06,  4.247139113214e-03,  9.692547886080e-06,  6.979727272727e-01,  1.126517342216e-03,  3.488690909091e-01,  7.964342019379e-04,  3.491036363636e-01,  7.967018791854e-04
 2.612500000000e+00,  7.996233354251e-03,  1.301943488536e-05,  4.001328203115e-03,  9.209827409325e-06,  3.994905151136e-03,  9.202432494979e-06,  6.858418181818e-01,  1.116684881230e-03,  3.431963636364e-01,  7.899325214408e-04,  3.426454545455e-01,  7.892982551211e-04
 2.667500000000e+00,  7.584300457542e-03,  1.241822050534e-05,  3.797528328869e-03,  8.787232420283e-06,  3.786772128672e-03,  8.774779023493e-06,  6.781872727273e-01,  1.110435846231e-03,  3.395745454545e-01,  7.857533101825e-04,  3.386127272727e-01,  7.846397288770e-04
 2.722500000000e+00,  7.130139680715e-03,  1.179743161671e-05,  3.566963267654e-03,  8.344258854347e-06,  3.563176413062e-03,  8.339828350911e-06,  6.641381818182e-01,  1.098873954074e-03,  3.322454545455e-01,  7.772275372297e-04,  3.318927272727e-01,  7.768148571661e-04
 2.777500000000e+00,  6.696044712023e-03,  1.120628678765e-05,  3.347150272505e-03,  7.923009296181e-06,  3.348894439519e-03,  7.925073328352e-06,  6.491581818182e-01,  1.086410421206e-03,  3.244945454545e-01,  7.681081191113e-04,  3.246636363636e-01,  7.683082198318e-04
 2.832500000000e+00,  6.262712725704e-03,  1.062718467117e-05,  3.127921029038e-03,  7.510431198651e-06,  3.134791696666e-03,  7.518675232077e-06,  6.314309090909e-01,  1.071473843986e-03,  3.153690909091e-01,  7.572307093003e-04,  3.160618181818e-01,  7.580619046224e-04
 2.887500000000e+00,  5.883702843819e-03,  1.010440000593e-05,  2.943699498382e-03,  7.147133628116e-06,  2.940003345437e-03,  7.142645195008e-06,  6.164781818182e-01,  1.058711207784e-03,  3.084327272727e-01,  7.488569802436e-04,  3.080454545455e-01,  7.483866945825e-04
 2.942500000000e+00,  5.504242298522e-03,  9.590465809098e-06,  2.764837617652e-03,  6.797132634523e-06,  2.739404680870e-03,  6.765797985765e-06,  5.988981818182e-01,  1.043506485425e-03,  3.008327272727e-01,  7.395732519780e-04,  2.980654545455e-01,  7.361638337236e-04
 2.997500000000e+00,  5.142504475903e-03,  9.099882370507e-06,  2.582073206920e-03,  6.448114116854e-06,  2.560431268983e-03,  6.421034456619e-06,  5.806509090909e-01,  1.027486703379e-03,  2.915472727273e-01,  7.280700175211e-04,  2.891036363636e-01,  7.250123965882e-04
 3.052500000000e+00,  4.818882156811e-03,  8.650183670218e-06,  2.425224884428e-03,  6.136605201601e-06,  2.393657272383e-03,  6.096536240211e-06,  5.642600000000e-01,  1.012880680400e-03,  2.839781818182e-01,  7.185568640979e-04,  2.802818181818e-01,  7.138650473200e-04
 3.107500000000e+00,  4.514176672887e-03,  8.224058548896e-06,  2.263560918748e-03,  5.823619759596e-06,  2.250615754138e-03,  5.806943422432e-06,  5.478000000000e-01,  9.979979959900e-04,  2.746854545455e-01,  7.067022705309e-04,  2.731145454545e-01,  7.046785797982e-04
 3.162500000000e+00,  4.207055184110e-03,  7.801297148525e-06,  2.096142580514e-03,  5.506658270493e-06,  2.110912603597e-03,  5.526024962991e-06,  5.287618181818e-01,  9.805024854466e-04,  2.634527272727e-01,  6.921018412616e-04,  2.653090909091e-01,  6.945359352037e-04
 3.217500000000e+00,  3.922419970563e-03,  7.404008792147e-06,  1.958191191051e-03,  5.231393956984e-06,  1.964228779513e-03,  5.239452591733e-06,  5.102836363636e-01,  9.632177478390e-04,  2.547490909091e-01,  6.805734091847e-04,  2.555345454545e-01,  6.816217898973e-04
 3.272500000000e+00,  3.640061323196e-03,  7.012668454389e-06,  1.826130462615e-03,  4.967007975021e-06,  1.813930860581e-03,  4.950388936968e-06,  4.898781818182e-01,  9.437624718677e-04,  2.457600000000e-01,  6.684581988699e-04,  2.441181818182e-01,  6.662216145319e-04
 3.327500000000e+00,  3.379587451482e-03,  6.645421921983e-06,  1.691688464909e-03,  4.701656637091e-06,  1.687898986573e-03,  4.696387695674e-06,  4.702400000000e-01,  9.246522687918e-04,  2.353836363636e-01,  6.541943502766e-04,  2.348563636364e-01,  6.534612232168e-04
 3.382500000000e+00,  3.150153276457e-03,  6.311563798763e-06,  1.574792110376e-03,  4.462546441674e-06,  1.575361166081e-03,  4.463352645910e-06,  4.529254545455e-01,  9.074694630930e-04,  2.264218181818e-01,  6.416198508914e-04,  2.265036363636e-01,  6.417357660193e-04
 3.437500000000e+00,  2.921359506457e-03,  5.980794585738e-06,  1.458855357543e-03,  4.226418525385e-06,  1.462504148913e-03,  4.231700642186e-06,  4.338000000000e-01,  8.881031881078e-04,  2.166290909091e-01,  6.275914868608e-04,  2.171709090909e-01,  6.283758416323e-04
 3.492500000000e+00,  2.725905429638e-03,  5.686279633558e-06,  1.363522074722e-03,  4.021646626911e-06,  1.362383354916e-03,  4.019966974898e-06,  4.178327272727e-01,  8.716053394562e-04,  2.090036363636e-01,  6.164467629652e-04,  2.088290909091e-01,  6.161893022427e-04
 3.547500000000e+00,  2.521127136579e-03,  5.383743284289e-06,  1.259109233261e-03,  3.804684716707e-06,  1.262017903318e-03,  3.809076785467e-06,  3.987109090909e-01,  8.514275809603e-04,  1.991254545455e-01,  6.017028178360e-04,  1.995854545455e-01,  6.023974141944e-04
 3.602500000000e+00,  2.325102215967e-03,  5.091274828191e-06,  1.166687149996e-03,  3.606473315922e-06,  1.158415065971e-03,  3.593665203898e-06,  3.792000000000e-01,  8.303339963259e-04,  1.902745454545e-01,  5.881783054553e-04,  1.889254545455e-01,  5.860894355355e-04
 3.657500000000e+00,  2.143630170152e-03,  4.815043632724e-06,  1.065379803432e-03,  3.394513391375e-06,  1.078250366720e-03,  3.414955932485e-06,  3.603600000000e-01,  8.094442537939e-04,  1.790981818182e-01,  5.706426708994e-04,  1.812618181818e-01,  5.740792124339e-04
 3.712500000000e+00,  1.993992820293e-03,  4.575147336143e-06,  9.983873311235e-04,  3.237373594451e-06,  9.956054891692e-04,  3.232860244021e-06,  3.453618181818e-01,  7.924207080285e-04,  1.729218181818e-01,  5.607167785836e-04,  1.724400000000e-01,  5.599350611698e-04
 3.767500000000e+00,  1.829945463645e-03,  4.318925168084e-06,  9.148045429899e-04,  3.053660575576e-06,  9.151409206548e-04,  3.054221946206e-06,  3.264090909091e-01,  7.703707382684e-04,  1.631745454545e-01,  5.446843046532e-04,  1.632345454545e-01,  5.447844368598e-04
 3.822500000000e+00,  1.687130503534e-03,  4.087302883765e-06,  8.492094183283e-04,  2.899812275323e-06,  8.379210852061e-04,  2.880474549709e-06,  3.097854545455e-01,  7.504973557527e-04,  1.559290909091e-01,  5.324541651791e-04,  1.538563636364e-01,  5.289034344521e-04
 3.877500000000e+00,  1.580378495526e-03,  3.899768542950e-06,  7.938700966768e-04,  2.763967917352e-06,  7.865083988496e-04,  2.751122687275e-06,  2.985945454545e-01,  7.368169199698e-04,  1.499927272727e-01,  5.222203075205e-04,  1.486018181818e-01,  5.197933473670e-04
 3.932500000000e+00,  1.449893632351e-03,  3.683066187975e-06,  7.268554080568e-04,  2.607747065504e-06,  7.230382242946e-04,  2.600890575815e-06,  2.817672727273e-01,  7.157542401072e-04,  1.412545454545e-01,  5.067804714874e-04,  1.405127272727e-01,  5.054480051899e-04
 3.987500000000e+00,  1.321143194062e-03,  3.467244999045e-06,  6.559854317156e-04,  2.443186847716e-06,  6.651577623463e-04,  2.460208509568e-06,  2.639781818182e-01,  6.927916934971e-04,  1.310727272727e-01,  4.881742000421e-04,  1.329054545455e-01,  4.915753055146e-04
 4.042500000000e+00,  1.204268871365e-03,  3.265292383824e-06,  6.024443122487e-04,  2.309504428250e-06,  6.018245591168e-04,  2.308316193193e-06,  2.473090909091e-01,  6.705616247311e-04,  1.237181818182e-01,  4.742806645440e-04,  1.235909090909e-01,  4.740366481630e-04
 4.097500000000e+00,  1.104655820264e-03,  3.085353950219e-06,  5.524959520435e-04,  2.182006554971e-06,  5.521598682207e-04,  2.181342795664e-06,  2.330672727273e-01,  6.509674935709e-04,  1.165690909091e-01,  4.603735457787e-04,  1.164981818182e-01,  4.602335016414e-04
 4.152500000000e+00,  1.022675434720e-03,  2.929340254522e-06,  5.105615711379e-04,  2.069783732415e-06,  5.121138635824e-04,  2.072927791264e-06,  2.216018181818e-01,  6.347538079399e-04,  1.106327272727e-01,  4.484979523065e-04,  1.109690909091e-01,  4.491792331253e-04
 4.207500000000e+00,  9.354060915782e-04,  2.764945679036e-06,  4.686960458863e-04,  1.957186229062e-06,  4.667100456919e-04,  1.953035246172e-06,  2.080963636364e-01,  6.151073278651e-04,  1.042690909091e-01,  4.354080445849e-04,  1.038272727273e-01,  4.344845906406e-04
 4.262500000000e+00,  8.563325975209e-04,  2.611364865711e-06,  4.295957096616e-04,  1.849593481613e-06,  4.267368878593e-04,  1.843428982804e-06,  1.955181818182e-01,  5.962278115836e-04,  9.808545454546e-02,  4.222998816986e-04,  9.743272727273e-02,  4.208924010043e-04
 4.317500000000e+00,  7.871218100331e-04,  2.471720807730e-06,  3.950705557650e-04,  1.751119451283e-06,  3.920512542681e-04,  1.744415208230e-06,  1.843836363636e-01,  5.790017057027e-04,  9.254545454546e-02,  4.102005153701e-04,  9.183818181818e-02,  4.086300434338e-04
 4.372500000000e+00,  7.203285002159e-04,  2.334782025009e-06,  3.591161280585e-04,  1.648536233214e-06,  3.612123721574e-04,  1.653340676353e-06,  1.730636363636e-01,  5.609466614793e-04,  8.628000000000e-02,  3.960716188680e-04,  8.678363636364e-02,  3.972259177748e-04
 4.427500000000e+00,  6.512246719809e-04,  2.192389855211e-06,  3.262839907772e-04,  1.551851797992e-06,  3.249406812036e-04,  1.548654020206e-06,  1.604218181818e-01,  5.400703963909e-04,  8.037636363636e-02,  3.822811046536e-04,  8.004545454545e-02,  3.814933683338e-04
 4.482500000000e+00,  5.979553306919e-04,  2.075033304927e-06,  2.972134666944e-04,  1.462934703784e-06,  3.007418639974e-04,  1.471592766026e-06,  1.509818181818e-01,  5.239393063077e-04,  7.504545454545e-02,  3.693863573438e-04,  7.593636363636e-02,  3.715724905082e-04
 4.537500000000e+00,  5.474692861420e-04,  1.961436742098e-06,  2.707902019382e-04,  1.379465678572e-06,  2.766790842038e-04,  1.394384643811e-06,  1.416472727273e-01,  5.074844784501e-04,  7.006181818182e-02,  3.569105265566e-04,  7.158545454545e-02,  3.607705252662e-04
 4.592500000000e+00,  4.980975222039e-04,  1.848498717402e-06,  2.474400918054e-04,  1.302857738807e-06,  2.506574303986e-04,  1.311300583645e-06,  1.320163636364e-01,  4.899283131909e-04,  6.558181818182e-02,  3.453109749508e-04,  6.643454545455e-02,  3.475486766550e-04
 4.647500000000e+00,  4.520813322804e-04,  1.740203659401e-06,  2.258899478013e-04,  1.230099503012e-06,  2.261913844791e-04,  1.230919976636e-06,  1.227072727273e-01,  4.723390013871e-04,  6.131272727273e-02,  3.338827428161e-04,  6.139454545455e-02,  3.341054418608e-04
 4.702500000000e+00,  4.156194732887e-04,  1.649036951835e-06,  2.049276250000e-04,  1.157931042960e-06,  2.106918482887e-04,  1.174103303916e-06,  1.154963636364e-01,  4.582503556242e-04,  5.694727272727e-02,  3.217770903401e-04,  5.854909090909e-02,  3.262711948088e-04
 4.757500000000e+00,  3.768520881198e-04,  1.552093824137e-06,  1.911588018105e-04,  1.105425955575e-06,  1.856932863093e-04,  1.089508465164e-06,  1.071872727273e-01,  4.414588887011e-04,  5.437090909091e-02,  3.144140555813e-04,  5.281636363636e-02,  3.098866761675e-04
 4.812500000000e+00,  3.470786007286e-04,  1.472497398493e-06,  1.738828930609e-04,  1.042243141471e-06,  1.731957076676e-04,  1.040181629633e-06,  1.010145454545e-01,  4.285589923422e-04,  5.060727272727e-02,  3.033368146805e-04,  5.040727272727e-02,  3.027368275860e-04
 4.867500000000e+00,  3.124890541535e-04,  1.381410833018e-06,  1.564796373655e-04,  9.775396191831e-07,  1.560094167880e-04,  9.760697631358e-07,  9.303818181818e-02,  4.112910533655e-04,  4.658909090909e-02,  2.910454226002e-04,  4.644909090909e-02,  2.906077985223e-04
 4.922500000000e+00,  2.818460024006e-04,  1.297273895505e-06,  1.412275252908e-04,  9.183017542061e-07,  1.406184771097e-04,  9.163195120594e-07,  8.582181818182e-02,  3.950185684515e-04,  4.300363636364e-02,  2.796219407558e-04,  4.281818181818e-02,  2.790183500586e-04
 4.977500000000e+00,  2.559657569969e-04,  1.222619110490e-06,  1.277814042310e-04,  8.638415181168e-07,  1.281843527659e-04,  8.652024739400e-07,  7.969272727273e-02,  3.806518984172e-04,  3.978363636364e-02,  2.689495943435e-04,  3.990909090909e-02,  2.693733161823e-04
 5.032500000000e+00,  2.315546946999e-04,  1.150150237952e-06,  1.172227075039e-04,  8.183397599378e-07,  1.143319871960e-04,  8.081866165465e-07,  7.369454545455e-02,  3.660465580287e-04,  3.730727272727e-02,  2.604446293527e-04,  3.638727272727e-02,  2.572132922031e-04
 5.087500000000e+00,  2.110181559830e-04,  1.086093208261e-06,  1.051708809946e-04,  7.667520434535e-07,  1.058472749884e-04,  7.692137290061e-07,  6.863454545454e-02,  3.532563978821e-04,  3.420727272727e-02,  2.493893368256e-04,  3.442727272727e-02,  2.501900104367e-04
 5.142500000000e+00,  1.884192359555e-04,  1.015313059098e-06,  9.462268607830e-05,  7.195069430860e-07,  9.379654987721e-05,  7.163591046578e-07,  6.261636363636e-02,  3.374135946940e-04,  3.144545454545e-02,  2.391099197420e-04,  3.117090909091e-02,  2.380638153212e-04
 5.197500000000e+00,  1.742174926836e-04,  9.659687537424e-07,  8.762827096027e-05,  6.850768941697e-07,  8.658922172329e-05,  6.810031441054e-07,  5.914181818182e-02,  3.279185546937e-04,  2.974727272727e-02,  2.325638630854e-04,  2.939454545455e-02,  2.311809423356e-04
 5.252500000000e+00,  1.542309783414e-04,  8.993556861140e-07,  7.713908872872e-05,  6.360378049504e-07,  7.709188961263e-05,  6.358431888599e-07,  5.347090909091e-02,  3.118009536720e-04,  2.674363636364e-02,  2.205103022274e-04,  2.672727272727e-02,  2.204428300542e-04
