#                   r,             dens_tot,             dens_err,               dens_A,           dens_err_A,               dens_B,           dens_err_B,           dens_alike,       dens_err_alike,          dens_unlike,      dens_err_unlike,         dens_alike_n,     dens_err_alike_n,        dens_unlike_n,    dens_err_unlike_n,             prob_tot,             prob_err,               prob_A,           prob_err_A,               prob_B,           prob_err_B,           prob_alike,       prob_err_alike,          prob_unlike,      prob_err_unlike,         prob_alike_n,     prob_err_alike_n,        prob_unlike_n,    prob_err_unlike_n
  2.7300000000000e+00,  3.4761729374494e-03,  4.5408600270333e-06,  1.7400646709853e-03,  3.2126996246325e-06,  1.7361082664640e-03,  3.2090451706068e-06,                 -nan,                 -nan,  3.1150724306348e-03,  6.0790609846688e-06,                 -nan,                 -nan,  9.9778085991678e-01,  2.7521838609609e-03,  3.2557722222222e-01,  4.2529546737286e-04,  1.6297388888889e-01,  3.0090039777760e-04,  1.6260333333333e-01,  3.0055812280686e-04,                 -nan,                 -nan,  2.9175666666667e-01,  5.6936286678539e-04,                 -nan,                 -nan,  9.9778085991678e-01,  2.7521838609609e-03
  2.7900000000000e+00,  3.2079808778883e-03,  4.2683706885578e-06,  1.6038087023164e-03,  3.0180228687273e-06,  1.6041721755719e-03,  3.0183648385804e-06,                 -nan,                 -nan,  3.0031523398453e-03,  5.8404985817874e-06,                 -nan,                 -nan,  1.0030806118733e+00,  2.7609440741378e-03,  3.1381000000000e-01,  4.1753908666003e-04,  1.5688722222222e-01,  2.9522799308540e-04,  1.5692277777778e-01,  2.9526144514253e-04,                 -nan,                 -nan,  2.9377333333333e-01,  5.7132723969264e-04,                 -nan,                 -nan,  1.0030806118733e+00,  2.7609440741378e-03
  2.8500000000000e+00,  2.9548246432740e-03,  4.0102531770822e-06,  1.4812820588287e-03,  2.8393884849131e-06,  1.4735425844453e-03,  2.8319610830732e-06,                 -nan,                 -nan,  2.8810547165565e-03,  5.6001116595129e-06,                 -nan,                 -nan,  1.0031496122679e+00,  2.7597362821885e-03,  3.0161111111111e-01,  4.0934304488419e-04,  1.5120055555556e-01,  2.8982806738129e-04,  1.5041055555556e-01,  2.8906992191006e-04,                 -nan,                 -nan,  2.9408111111111e-01,  5.7162644281336e-04,                 -nan,                 -nan,  1.0031496122679e+00,  2.7597362821885e-03
  2.9100000000000e+00,  2.7063175069805e-03,  3.7587851913810e-06,  1.3528324691094e-03,  2.6575420360772e-06,  1.3534850378711e-03,  2.6581829209871e-06,                 -nan,                 -nan,  2.7541638485903e-03,  5.3625088043050e-06,                 -nan,                 -nan,  9.9917423929636e-01,  2.7507099401619e-03,  2.8799833333333e-01,  3.9999884259092e-04,  1.4396444444444e-01,  2.8280779146548e-04,  1.4403388888889e-01,  2.8287599254884e-04,                 -nan,                 -nan,  2.9309000000000e-01,  5.7066238316149e-04,                 -nan,                 -nan,  9.9917423929636e-01,  2.7507099401619e-03
  2.9700000000000e+00,  2.4667815362387e-03,  3.5160927734895e-06,  1.2400488866261e-03,  2.4929546856248e-06,  1.2267326496126e-03,  2.4795332881827e-06,                 -nan,                 -nan,  2.6279546134369e-03,  5.1323812423925e-06,                 -nan,                 -nan,  9.9692760478655e-01,  2.7513499369122e-03,  2.7344388888889e-01,  3.8976053110203e-04,  1.3746000000000e-01,  2.7634519475950e-04,  1.3598388888889e-01,  2.7485742656561e-04,                 -nan,                 -nan,  2.9131000000000e-01,  5.6892686505190e-04,                 -nan,                 -nan,  9.9692760478655e-01,  2.7513499369122e-03
  3.0300000000000e+00,  2.2626729212653e-03,  3.3008058562140e-06,  1.1318276153896e-03,  2.3345287917637e-06,  1.1308453058757e-03,  2.3335155068787e-06,                 -nan,                 -nan,  2.5176978059340e-03,  4.9240889550142e-06,                 -nan,                 -nan,  9.9847229118130e-01,  2.7606247120013e-03,  2.6105444444444e-01,  3.8082836936549e-04,  1.3058388888889e-01,  2.6934476965085e-04,  1.3047055555556e-01,  2.6922786255384e-04,                 -nan,                 -nan,  2.9047777777778e-01,  5.6811362104754e-04,                 -nan,                 -nan,  9.9847229118130e-01,  2.7606247120013e-03
  3.0900000000000e+00,  2.0744540301951e-03,  3.0991701543254e-06,  1.0357083539916e-03,  2.1898393375059e-06,  1.0387456762035e-03,  2.1930479523652e-06,                 -nan,                 -nan,  2.4064481641588e-03,  4.7205952693834e-06,                 -nan,                 -nan,  1.0025577815585e+00,  2.7830576059890e-03,  2.4891111111111e-01,  3.7186550070863e-04,  1.2427333333333e-01,  2.6275604796225e-04,  1.2463777777778e-01,  2.6314104559446e-04,                 -nan,                 -nan,  2.8874666666667e-01,  5.6641824620119e-04,                 -nan,                 -nan,  1.0025577815585e+00,  2.7830576059890e-03
  3.1500000000000e+00,  1.8907682517182e-03,  2.9024239370186e-06,  9.4363316699460e-04,  2.0504221985676e-06,  9.4713508472364e-04,  2.0542233368843e-06,                 -nan,                 -nan,  2.2969907082870e-03,  4.5241428931953e-06,                 -nan,                 -nan,  1.0017292768514e+00,  2.7914516658771e-03,  2.3576666666667e-01,  3.6191363815347e-04,  1.1766500000000e-01,  2.5567448923278e-04,  1.1810166666667e-01,  2.5614846678643e-04,                 -nan,                 -nan,  2.8642000000000e-01,  5.6413158433512e-04,                 -nan,                 -nan,  1.0017292768514e+00,  2.7914516658771e-03
  3.2100000000000e+00,  1.7129137501582e-03,  2.7109106814731e-06,  8.5740504723054e-04,  1.9179641217845e-06,  8.5550870292761e-04,  1.9158419429776e-06,                 -nan,                 -nan,  2.1901489587391e-03,  4.3351016524458e-06,                 -nan,                 -nan,  1.0034399386708e+00,  2.8112869612533e-03,  2.2180333333333e-01,  3.5103286751254e-04,  1.1102444444444e-01,  2.4835508231880e-04,  1.1077888888889e-01,  2.4808028369964e-04,                 -nan,                 -nan,  2.8360000000000e-01,  5.6134758493389e-04,                 -nan,                 -nan,  1.0034399386708e+00,  2.8112869612533e-03
  3.2700000000000e+00,  1.5415929422582e-03,  2.5245840104055e-06,  7.7091636802491e-04,  1.7852893075387e-06,  7.7067657423334e-04,  1.7850116285288e-06,                 -nan,                 -nan,  2.0737780532705e-03,  4.1409606676188e-06,                 -nan,                 -nan,  9.9460653481759e-01,  2.8049088872977e-03,  2.0715111111111e-01,  3.3924025500710e-04,  1.0359166666667e-01,  2.3989774056028e-04,  1.0355944444444e-01,  2.3986042752267e-04,                 -nan,                 -nan,  2.7866333333333e-01,  5.5644040644612e-04,                 -nan,                 -nan,  9.9460653481759e-01,  2.8049088872977e-03
  3.3300000000000e+00,  1.4021707276727e-03,  2.3643357850063e-06,  7.0506213241733e-04,  1.6765727470909e-06,  6.9710859525533e-04,  1.6670895380793e-06,                 -nan,                 -nan,  1.9954248652489e-03,  3.9887920445488e-06,                 -nan,                 -nan,  1.0046729347154e+00,  2.8434950825396e-03,  1.9539388888889e-01,  3.2947254892301e-04,  9.8251111111111e-02,  2.3363208387823e-04,  9.7142777777778e-02,  2.3231058924755e-04,                 -nan,                 -nan,  2.7806444444444e-01,  5.5584214830036e-04,                 -nan,                 -nan,  1.0046729347154e+00,  2.8434950825396e-03
  3.3900000000000e+00,  1.2663378080681e-03,  2.2071316342327e-06,  6.3229374234379e-04,  1.5595987935728e-06,  6.3404406572434e-04,  1.5617559520991e-06,                 -nan,                 -nan,  1.8842865924206e-03,  3.8075176525006e-06,                 -nan,                 -nan,  9.9975507404928e-01,  2.8567812597706e-03,  1.8288166666667e-01,  3.1874900145087e-04,  9.1314444444444e-02,  2.2523376059903e-04,  9.1567222222222e-02,  2.2554529259629e-04,                 -nan,                 -nan,  2.7212444444444e-01,  5.4987316158107e-04,                 -nan,                 -nan,  9.9975507404928e-01,  2.8567812597706e-03
